parameter	mean	sd	bulk_ess	tail_ess	split_rhat
log_tau_intercept	7.81438393177993	0.15648974335651833	2069.6974509754828	893.9277536632397	1.0002272870986129
log_tau_load	4.098758126512331	0.2172969656720633	2094.6750577798184	1547.878970124805	0.9999604665366997
log_sigma_intercept	6.051961857682202	0.015497592183454216	2322.3338904109783	1087.5010053294266	1.0000904696412087
log_sigma_subj_slope	0.07820953164131879	0.0027806335351320682	2352.808743829645	1414.2611014531517	0.9996176691948314
total_intercept[701]	614.1038240644014	54.34229350565923	2307.264267143668	946.9339687473007	0.9996430201226986
total_intercept[702]	1554.8261502822413	33.49944090502762	2656.93345532077	1922.0691608486795	1.000911393651021
total_intercept[703]	1835.728322595449	39.63456856543775	2775.485206881984	1377.6291319391987	0.9996203343425982
total_intercept[704]	4816.411541489615	42.393897069671695	3637.1749828149755	1622.8412749777951	1.0000293243291913
total_intercept[705]	4120.778174047216	47.052130426772315	2688.426480554762	1182.400046665941	0.9995014736823684
total_intercept[706]	5511.757493020181	46.87806814309821	3118.0943454909984	1314.2001806837495	1.000970670770904
total_intercept[707]	5384.048558031912	48.5782391716006	3286.9684923644418	1317.395411763748	1.000216073041723
total_intercept[708]	5018.835254580753	52.28083980036689	3007.7512524958065	1765.945691782448	1.0004262713346956
total_intercept[709]	4325.592274685394	56.999240530979066	3976.737679896361	1501.5895330929395	0.9998403198006126
total_intercept[710]	5654.477582560844	64.6450732270633	4511.608822291811	1617.6252643314847	1.0008832532130016
total_intercept[711]	3735.5158824378045	64.92423961473193	3440.2477171744617	1298.2156950200042	1.0005985381772706
total_intercept[712]	6561.757390864599	74.29200515579359	3742.3515541724933	1631.2758099797677	0.9995149347303136
total_intercept[713]	9357.998915375032	75.7872295154471	4084.111622070167	1524.3083268732194	0.9997452883913991
total_intercept[714]	5617.609944683757	84.2992398886177	3237.948222120944	1062.2920593085942	0.9999156617192044
total_intercept[715]	6385.852418025246	84.79345895944535	3366.41119651762	1709.8628416150266	1.000277735302441
total_intercept[716]	6232.797458969725	121.61803178908643	2577.69655202613	1520.2025028951862	1.001224908629696
total_intercept[717]	6956.571680282349	105.99031618369514	3530.366632321915	1742.8551792241028	0.9995655104642207
total_intercept[718]	6778.137614987735	108.10692063512283	2845.9069810053343	1466.869818342724	0.9995395661809816
total_intercept[719]	10159.2748962727	113.02750402052006	3279.2787492643506	1459.033337385968	1.0018294357319066
total_intercept[720]	8776.174985147736	120.15132722740093	3686.7292875297703	1507.9567984524697	1.0008005365283068
total_load[701]	36.040101666524514	18.201077798715804	2530.6267286440625	1108.5913758237505	0.999515889120841
total_load[702]	22.361193425801794	11.012408646248563	2693.8425562694074	1883.5866544178189	1.0002815714304558
total_load[703]	20.488876879214462	13.025560072171798	3105.711087049416	1528.9572408216163	0.9995607307919718
total_load[704]	69.70746261632442	13.755979084761371	3369.9648653449326	1782.6119119959658	1.000668718218977
total_load[705]	37.43572486190755	15.616784094784636	2606.8890839553146	1172.2731439686158	1.0021602158698217
total_load[706]	52.72641085571921	15.452724890700201	3375.7734271354393	1331.3752411375017	1.0009117462571828
total_load[707]	57.21064483879278	16.131665692054366	3202.5256263856973	1479.7624077079608	0.9998082499527022
total_load[708]	34.231768696372875	17.002148153765912	2470.502427265599	1298.5782633403762	1.0010279522303318
total_load[709]	15.18684828027608	18.592792529499054	4002.914141723238	1916.930523534774	1.0016730305051875
total_load[710]	-15.139304417769301	21.17362743880052	4039.0651834556593	1567.6379804859955	1.000126994486811
total_load[711]	72.61941646023202	21.002522206438865	3063.737050291508	1278.424507358714	0.9997476829523373
total_load[712]	175.0039320504983	24.706331761283142	3665.0661012057053	1287.09788390491	0.9995793499811311
total_load[713]	45.75076578531497	24.36348440641874	4020.1818412331727	1536.289289665144	0.9997603006864934
total_load[714]	56.66379401467804	27.283774312224953	2974.214349358958	1295.168586515332	0.9998516286157375
total_load[715]	16.5361761879428	27.51600648753139	3758.8699641583307	1508.1808793832874	1.0030510892556586
total_load[716]	25.809712854517944	36.885634359150984	2696.917280167185	1440.2861328973058	1.0011806408673665
total_load[717]	152.43590060082886	33.2207906637889	3554.4109606903075	1846.5117885169893	0.9997366377000437
total_load[718]	170.70672860622406	36.15336513394422	3030.498503523581	1423.8653865450945	1.000558911544615
total_load[719]	27.378683056832415	34.97143429685158	3459.9970272761716	1457.2851081824117	1.0015573689347421
total_load[720]	102.6033121743641	36.54642795436291	2940.4890730742227	1441.5261663245744	1.0026224542575708
