qoi	mean	sd	bulk_ess	tail_ess	split_rhat
hsgp_x_rho_iso	-1.8151017278868982	0.23980612484009584	2967.8559179840227	1801.2718661300087	1.0003689637445414
hsgp_x_sigma	-0.11855814447708433	0.2544278404655789	5987.294264546711	4621.525426557576	1.0001257981733516
hsgp_log_sigma_x_rho_iso	-1.3378591572459362	0.22219616862321598	4127.220069535166	5353.8788772987	1.0001928399423146
hsgp_log_sigma_x_sigma	0.6198389109286634	0.3210472301852317	9082.659394259927	6649.195995915501	1.0001424266155143
mu(time=2.4)	-0.013468489846408343	0.03021246619078135	9519.15972293891	7301.4885968718245	0.999959439737455
mu(time=2.6)	-0.019240997490400896	0.024989435128910015	10035.236140758434	6962.856126788589	0.9999248917270677
mu(time=3.2)	-0.032327126088058905	0.017141245335622262	10455.968485479778	6993.644813307136	1.000008647613287
mu(time=3.6)	-0.0378036969946824	0.016769812832306982	9610.74593816492	8208.01222849449	1.0003243214645858
mu(time=4.0)	-0.041125924080168394	0.01744475671005121	8712.411648605572	7592.104022135823	1.0000627854885997
mu(time=6.2)	-0.044371932129372064	0.012121965972935854	9855.542689372263	7838.904270329932	1.0000696889731655
mu(time=6.6)	-0.04573916934787708	0.011146952040819691	9805.625715090866	7793.921313819789	1.0003019586752444
mu(time=6.8)	-0.046671991255970526	0.010882859734379005	9540.358662314184	7810.7112458501715	1.0003609575068486
mu(time=7.8)	-0.05282431718438536	0.011082980799281198	9455.842674545484	7868.6852540450345	1.0001045557239896
mu(time=8.2)	-0.05516308774021994	0.011442050633338299	10416.552866392765	8984.909740465526	1.0000387887235842
mu(time=8.8)	-0.05726226106401837	0.012229522931015181	10840.773655384415	8391.75057152872	0.9999122931029482
mu(time=9.6)	-0.05594341936510894	0.01460582927558305	9947.390490804502	7608.040618866288	0.9999752497816533
mu(time=10.0)	-0.05350858472579127	0.01667447574066287	9652.839259393862	7183.178395477001	1.0001292211168284
mu(time=10.2)	-0.05200429577868124	0.017949302817594777	9605.244541843764	7663.554107056626	1.000186483436289
mu(time=10.6)	-0.048896864942007755	0.020972024060973052	9654.72374238159	7811.611571867615	1.0001610989530503
mu(time=11.0)	-0.046572277678232445	0.024600593761202695	9777.879490588455	8848.380733406764	0.9999331122236669
mu(time=11.4)	-0.0464617154757511	0.028786366233886765	9866.08248887061	8504.921314192283	0.9999112903025933
mu(time=13.2)	-0.12656744547985496	0.05057917615346079	8816.03706495132	8991.684183713716	0.9999046018787004
mu(time=13.6)	-0.17553126524538024	0.054608274653929534	8561.20873886753	9282.34447077691	0.999917437963383
mu(time=13.8)	-0.20582013864522022	0.05632118594329984	8447.828781638445	8977.431558819788	0.9999198461250485
mu(time=14.6)	-0.3696859853287976	0.06103004299683069	8468.577165889394	8619.079337790216	1.0000220463790201
